"numero","imagenJugador","nombreJugador","posicionJugador","nacionalidadesDelJugador"
"24","https://img.a.transfermarkt.technology/portrait/medium/141103-1734595078.jpg?lm=1","Luis Rodríguez","Lateral derecho","[""México""]"
"28","https://img.a.transfermarkt.technology/portrait/medium/1125592-1696344955.jpeg?lm=1","Elías Montiel","Pivote","[""México""]"
"5","https://img.a.transfermarkt.technology/portrait/medium/704868-1717797869.JPG?lm=1","Pedro Pedraza","Pivote","[""México""]"
"6","https://img.a.transfermarkt.technology/portrait/medium/895679-1688497587.jpg?lm=1","Santiago Homenchenko","Pivote","[""Uruguay""]"
"26","https://img.a.transfermarkt.technology/portrait/medium/1094383-1734595165.jpg?lm=1","Alán Bautista","Mediocentro ofensivo","[""México""]"
"15","https://img.a.transfermarkt.technology/portrait/medium/704555-1572342002.png?lm=1","Israel Luna","Mediocentro ofensivo","[""México""]"
"19","https://img.a.transfermarkt.technology/portrait/medium/274288-1645735733.jpg?lm=1","Javier Eduardo López","Mediocentro ofensivo","[""México""]"
"11","https://img.a.transfermarkt.technology/portrait/medium/241391-1685101552.jpg?lm=1","Oussama Idrissi","Extremo izquierdo","[""Marruecos"",""Países Bajos""]"
"14","https://img.a.transfermarkt.technology/portrait/medium/185012-1666783411.jpg?lm=1","Arturo González","Extremo izquierdo","[""México""]"
"-","https://img.a.transfermarkt.technology/portrait/medium/281404-1455120897.jpg?lm=1","Kenedy","Extremo izquierdo","[""Brasil""]"
"27","https://img.a.transfermarkt.technology/portrait/medium/default.jpg?lm=1","Owen González","Extremo derecho","[""México""]"
"7","https://img.a.transfermarkt.technology/portrait/medium/1087262-1720638368.jpeg?lm=1","Emi Rodríguez","Extremo derecho","[""México""]"
"187","https://img.a.transfermarkt.technology/portrait/medium/955338-1710190771.jpg?lm=1","Alexéi Domínguez","Extremo derecho","[""México""]"
"197","https://img.a.transfermarkt.technology/portrait/medium/1095046-1736168353.jpg?lm=1","Sergio Hernández","Mediapunta","[""México""]"
"10","https://img.a.transfermarkt.technology/portrait/medium/856085-1680877825.jpg?lm=1","John Kennedy","Delantero centro","[""Brasil""]"
"23","https://img.a.transfermarkt.technology/portrait/medium/80197-1719230840.jpg?lm=1","Salomón Rondón","Delantero centro","[""Venezuela""]"
"9","https://img.a.transfermarkt.technology/portrait/medium/704867-1661796930.jpeg?lm=1","Illian Hernández","Delantero centro","[""México""]"
"22","https://img.a.transfermarkt.technology/portrait/medium/337600-1636413366.JPG?lm=1","Ezequiel Unsain","Portero","[""Argentina""]"
"1","https://img.a.transfermarkt.technology/portrait/medium/default.jpg?lm=1","Emiliano Pérez","Portero","[""México""]"
"3","https://img.a.transfermarkt.technology/portrait/medium/589363-1623093589.jpg?lm=1","Agustín Oliveros","Defensa central","[""Uruguay"",""España""]"
"4","https://img.a.transfermarkt.technology/portrait/medium/397680-1579698167.png?lm=1","Alexis Peña","Defensa central","[""México""]"
"23","https://img.a.transfermarkt.technology/portrait/medium/796063-1659553993.jpg?lm=1","Alán Montes","Defensa central","[""México""]"
"6","https://img.a.transfermarkt.technology/portrait/medium/default.jpg?lm=1","Jesús Alcántar","Defensa central","[""México""]"
"16","https://img.a.transfermarkt.technology/portrait/medium/864436-1684204905.jpg?lm=1","Alfredo Gutiérrez","Defensa central","[""México""]"
"5","https://img.a.transfermarkt.technology/portrait/medium/401344-1564488416.png?lm=1","Alejandro Mayorga","Lateral izquierdo","[""México""]"
"18","https://img.a.transfermarkt.technology/portrait/medium/540308-1579703581.png?lm=1","Raúl Sandoval","Lateral izquierdo","[""México""]"
"26","https://img.a.transfermarkt.technology/portrait/medium/686449-1572341977.png?lm=1","Emilio Lara","Lateral derecho","[""México""]"
"2","https://img.a.transfermarkt.technology/portrait/medium/838928-1713816482.jpg?lm=1","Emilio Martínez","Lateral derecho","[""México""]"
"13","https://img.a.transfermarkt.technology/portrait/medium/801775-1676565349.jpg?lm=1","Alejandro Andrade","Pivote","[""México""]"
"29","https://img.a.transfermarkt.technology/portrait/medium/549361-1558355022.png?lm=1","Iván Rodríguez","Pivote","[""México""]"
"14","https://img.a.transfermarkt.technology/portrait/medium/102708-1506682256.jpg?lm=1","Diego de Buen","Pivote","[""México""]"
"10","https://img.a.transfermarkt.technology/portrait/medium/639152-1625771604.png?lm=1","José Paradela","Mediocentro","[""Argentina""]"
"8","https://img.a.transfermarkt.technology/portrait/medium/610590-1625772025.png?lm=1","Agustín Palavecino","Mediocentro","[""Argentina"",""España""]"
"19","https://img.a.transfermarkt.technology/portrait/medium/971398-1713815255.jpeg?lm=1","Diego Gómez","Mediocentro","[""México""]"
"21","https://img.a.transfermarkt.technology/portrait/medium/974652-1714498568.JPG?lm=1","Johan Rojas","Mediocentro ofensivo","[""Colombia""]"
"15","https://img.a.transfermarkt.technology/portrait/medium/786000-1650477692.jpeg?lm=1","Pável Pérez","Extremo izquierdo","[""México""]"
"20","https://img.a.transfermarkt.technology/portrait/medium/886295-1671215030.jpg?lm=1","Arturo Palma","Extremo izquierdo","[""México""]"
"7","https://img.a.transfermarkt.technology/portrait/medium/default.jpg?lm=1","Kevin Rosero","Extremo derecho","[""Colombia""]"
"27","https://img.a.transfermarkt.technology/portrait/medium/650861-1692206129.jpg?lm=1","Diber Cambindo","Delantero centro","[""Colombia""]"
"9","https://img.a.transfermarkt.technology/portrait/medium/568546-1739448801.JPG?lm=1","Tomás Badaloni","Delantero centro","[""Argentina"",""Italia""]"
"30","https://img.a.transfermarkt.technology/portrait/medium/532240-1579706564.png?lm=1","Ricardo Monreal","Delantero centro","[""México""]"
"17","https://img.a.transfermarkt.technology/portrait/medium/default.jpg?lm=1","Rogelio Cortéz","Delantero centro","[""México""]"
"34","https://img.a.transfermarkt.technology/portrait/medium/default.jpg?lm=1","Hather Cuesta","Delantero centro","[""Colombia""]"
"1","https://img.a.transfermarkt.technology/portrait/medium/834483-1709676711.png?lm=1","Álex Padilla","Portero","[""México"",""España""]"
"35","https://img.a.transfermarkt.technology/portrait/medium/default.jpg?lm=1","Pablo Lara","Portero","[""México""]"
"6","https://img.a.transfermarkt.technology/portrait/medium/440652-1553780957.jpg?lm=1","Nathan Silva","Defensa central","[""Brasil""]"
"4","https://img.a.transfermarkt.technology/portrait/medium/66736-1583506940.jpg?lm=1","Lisandro Magallán","Defensa central","[""Argentina"",""Italia""]"
"3","https://img.a.transfermarkt.technology/portrait/medium/426438-1672432660.jpg?lm=1","Ricardo Galindo","Defensa central","[""México""]"
"5","https://img.a.transfermarkt.technology/portrait/medium/177046-1647530148.jpg?lm=1","Rubén Duarte","Lateral izquierdo","[""España""]"
"22","https://img.a.transfermarkt.technology/portrait/medium/369082-1685062600.jpeg?lm=1","Robert Ergas","Lateral izquierdo","[""Uruguay""]"
"2","https://img.a.transfermarkt.technology/portrait/medium/923213-1672433198.jpg?lm=1","Pablo Bennevendo","Lateral derecho","[""México""]"
"13","https://img.a.transfermarkt.technology/portrait/medium/1087306-1689791140.jpg?lm=1","Pablo Monroy","Lateral derecho","[""México""]"
"8","https://img.a.transfermarkt.technology/portrait/medium/662451-1672432519.jpg?lm=1","José Caicedo","Pivote","[""Colombia""]"
"20","https://img.a.transfermarkt.technology/portrait/medium/923688-1672516591.jpg?lm=1","Santiago Trigos","Pivote","[""México""]"
"28","https://img.a.transfermarkt.technology/portrait/medium/375300-1709581138.jpg?lm=1","Adalberto Carrasquilla","Mediocentro","[""Panamá""]"
"15","https://img.a.transfermarkt.technology/portrait/medium/295424-1581594078.png?lm=1","Ulises Rivas","Mediocentro","[""México"",""Italia""]"
"7","https://img.a.transfermarkt.technology/portrait/medium/1030003-1657826943.jpg?lm=1","Rodrigo López","Mediocentro","[""México""]"
"27","https://img.a.transfermarkt.technology/portrait/medium/871655-1749663508.jpg?lm=1","Piero Quispe","Mediocentro ofensivo","[""Perú""]"
"189","https://img.a.transfermarkt.technology/portrait/medium/default.jpg?lm=1","Ángel Rico","Mediocentro ofensivo","[""México""]"
"17","https://img.a.transfermarkt.technology/portrait/medium/950873-1672516186.jpg?lm=1","Jorge Ruvalcaba","Extremo derecho","[""México"",""Estados Unidos""]"
"10","https://img.a.transfermarkt.technology/portrait/medium/294894-1536313024.jpg?lm=1","Leo Suárez","Extremo derecho","[""Argentina"",""España""]"
"23","https://img.a.transfermarkt.technology/portrait/medium/283528-1630653500.jpg?lm=1","Ignacio Pussetto","Extremo derecho","[""Argentina"",""Italia""]"
"21","https://img.a.transfermarkt.technology/portrait/medium/693547-1684205408.jpg?lm=1","Michell Rodríguez","Extremo derecho","[""México""]"
"9","https://img.a.transfermarkt.technology/portrait/medium/347932-1485943351.png?lm=1","Guillermo Martínez","Delantero centro","[""México""]"
"19","https://img.a.transfermarkt.technology/portrait/medium/704557-1684205786.jpg?lm=1","Alí Ávila","Delantero centro","[""México""]"
"29","https://img.a.transfermarkt.technology/portrait/medium/135082-1668454750.jpg?lm=1","Rogelio Funes Mori","Delantero centro","[""México"",""Argentina""]"
"1","https://img.a.transfermarkt.technology/portrait/medium/63333-1579701496.jpg?lm=1","Alfonso Blanco","Portero","[""México""]"
"12","https://img.a.transfermarkt.technology/portrait/medium/125275-1565160125.png?lm=1","Óscar Jiménez","Portero","[""México""]"
"23","https://img.a.transfermarkt.technology/portrait/medium/default.jpg?lm=1","Óscar García","Portero","[""México""]"
"34","https://img.a.transfermarkt.technology/portrait/medium/default.jpg?lm=1","Víctor Barajas","Defensa","[""México""]"
"22","https://img.a.transfermarkt.technology/portrait/medium/598838-1621100803.jpg?lm=1","Adonis Frías","Defensa central","[""Argentina""]"
"21","https://img.a.transfermarkt.technology/portrait/medium/212699-1692205245.jpg?lm=1","Stiven Barreiro","Defensa central","[""Colombia""]"
"25","https://img.a.transfermarkt.technology/portrait/medium/378351-1662853398.jpeg?lm=1","Paul Bellón","Defensa central","[""México"",""Francia""]"
"35","https://img.a.transfermarkt.technology/portrait/medium/default.jpg?lm=1","Diego Luna","Defensa central","[""México""]"
"26","https://img.a.transfermarkt.technology/portrait/medium/557070-1611670957.jpg?lm=1","Salvador Reyes","Lateral izquierdo","[""México""]"
"2","https://img.a.transfermarkt.technology/portrait/medium/799707-1663767863.jpeg?lm=1","Mauricio Isaís","Lateral izquierdo","[""México"",""Estados Unidos""]"
"7","https://img.a.transfermarkt.technology/portrait/medium/597092-1649982728.jpeg?lm=1","Iván Moreno","Lateral derecho","[""México""]"
"28","https://img.a.transfermarkt.technology/portrait/medium/322174-1441798996.jpg?lm=1","David Ramírez","Lateral derecho","[""México""]"
"32","https://img.a.transfermarkt.technology/portrait/medium/default.jpg?lm=1","Luis Cervantes","Lateral derecho","[""México""]"
"20","https://img.a.transfermarkt.technology/portrait/medium/265726-1718987073.jpg?lm=1","Rodrigo Echeverría","Pivote","[""Chile""]"
"4","https://img.a.transfermarkt.technology/portrait/medium/462070-1721920695.png?lm=1","Nicolás Fonseca","Pivote","[""Uruguay"",""Italia""]"
"27","https://img.a.transfermarkt.technology/portrait/medium/default.jpg?lm=1","Ángel Estrada","Centrocampista","[""México""]"
"5","https://img.a.transfermarkt.technology/portrait/medium/default.jpg?lm=1","Sebastián Fierro","Pivote","[""México""]"
"31","https://img.a.transfermarkt.technology/portrait/medium/1087247-1676340367.jpg?lm=1","Sebastián Santos","Mediocentro","[""México""]"
"18","https://img.a.transfermarkt.technology/portrait/medium/20506-1660318679.jpeg?lm=1","Andrés Guardado","Mediocentro","[""México"",""España""]"
"10","https://img.a.transfermarkt.technology/portrait/medium/88103-1720681352.jpg?lm=1","James Rodríguez","Mediocentro ofensivo","[""Colombia"",""España""]"
"24","https://img.a.transfermarkt.technology/portrait/medium/258207-1580382221.jpg?lm=1","Carlos Cisneros","Extremo izquierdo","[""México""]"
"11","https://img.a.transfermarkt.technology/portrait/medium/131101-1707401061.jpg?lm=1","Stiven Mendoza","Extremo izquierdo","[""Colombia""]"
"8","https://img.a.transfermarkt.technology/portrait/medium/282544-1709366982.jpg?lm=1","Emiliano Rigoni","Extremo derecho","[""Argentina"",""Italia""]"
"15","https://img.a.transfermarkt.technology/portrait/medium/857491-1680553472.JPG?lm=1","Edgar Guerra","Extremo derecho","[""Colombia""]"
"17","https://img.a.transfermarkt.technology/portrait/medium/950872-1672864216.jpg?lm=1","Daniel Hernández","Extremo derecho","[""México""]"
"33","https://img.a.transfermarkt.technology/portrait/medium/787264-1676340433.jpg?lm=1","Héctor Uribe","Extremo derecho","[""México""]"
"29","https://img.a.transfermarkt.technology/portrait/medium/271256-1618690320.jpg?lm=1","Jhonder Cádiz","Delantero centro","[""Venezuela""]"
"14","https://img.a.transfermarkt.technology/portrait/medium/945935-1670275196.jpeg?lm=1","Ettson Ayón","Delantero centro","[""México""]"
"1","https://img.a.transfermarkt.technology/portrait/medium/597727-1670613155.jpg?lm=1","Daniel Gutiérrez","Portero","[""México""]"
"13","https://img.a.transfermarkt.technology/portrait/medium/129031-1523620371.jpg?lm=1","Hugo González","Portero","[""México""]"
"19","https://img.a.transfermarkt.technology/portrait/medium/424984-1633620457.JPG?lm=1","Lucas Merolla","Defensa central","[""Argentina""]"
"5","https://img.a.transfermarkt.technology/portrait/medium/639390-1636413846.JPG?lm=1","Facundo Almada","Defensa central","[""Argentina""]"
"33","https://img.a.transfermarkt.technology/portrait/medium/255744-1595914430.jpg?lm=1","Samir Caetano","Defensa central","[""Brasil""]"
"3","https://img.a.transfermarkt.technology/portrait/medium/670185-1670900543.jpg?lm=1","Luis Sánchez","Defensa central","[""México""]"
"31","https://img.a.transfermarkt.technology/portrait/medium/234166-1506681989.jpg?lm=1","Ventura Alvarado","Defensa central","[""Estados Unidos"",""México""]"
"4","https://img.a.transfermarkt.technology/portrait/medium/495116-1670616720.jpg?lm=1","Jair Díaz","Lateral izquierdo","[""México""]"
"12","https://img.a.transfermarkt.technology/portrait/medium/886290-1684205576.jpg?lm=1","Salvador Rodríguez","Lateral izquierdo","[""México""]"
"15","https://img.a.transfermarkt.technology/portrait/medium/384368-1611672873.jpg?lm=1","Bryan Colula","Lateral derecho","[""México""]"
"6","https://img.a.transfermarkt.technology/portrait/medium/370864-1558702121.jpg?lm=1","Roberto Meraz","Pivote","[""México""]"
"35","https://img.a.transfermarkt.technology/portrait/medium/310639-1614112375.jpg?lm=1","Jefferson Intriago","Pivote","[""Ecuador""]"
"16","https://img.a.transfermarkt.technology/portrait/medium/335086-1671214837.jpg?lm=1","José Esquivel","Pivote","[""México""]"
"18","https://img.a.transfermarkt.technology/portrait/medium/596906-1558513842.jpg?lm=1","Alan Torres","Pivote","[""México""]"
"23","https://img.a.transfermarkt.technology/portrait/medium/332829-1640033542.jpg?lm=1","Jordan Sierra","Mediocentro","[""Ecuador""]"
"10","https://img.a.transfermarkt.technology/portrait/medium/382836-1565165023.png?lm=1","Nicolás Benedetti","Mediocentro ofensivo","[""Colombia""]"
"22","https://img.a.transfermarkt.technology/portrait/medium/234918-1678566039.jpg?lm=1","Rodolfo Pizarro","Mediocentro ofensivo","[""México""]"
"14","https://img.a.transfermarkt.technology/portrait/medium/325600-1611672988.jpg?lm=1","Mauro Laínez","Extremo izquierdo","[""México""]"
"9","https://img.a.transfermarkt.technology/portrait/medium/928648-1721081277.jpg?lm=1","Anderson Duarte","Extremo derecho","[""Uruguay""]"
"11","https://img.a.transfermarkt.technology/portrait/medium/283473-1719228611.jpg?lm=1","Yoel Bárcenas","Extremo derecho","[""Panamá""]"
"200","https://img.a.transfermarkt.technology/portrait/medium/default.jpg?lm=1","Gilberto Adame","Extremo derecho","[""México""]"
"7","https://img.a.transfermarkt.technology/portrait/medium/291658-1678624124.jpg?lm=1","Luis Amarilla","Delantero centro","[""Paraguay""]"
"29","https://img.a.transfermarkt.technology/portrait/medium/1029160-1670614820.jpg?lm=1","Raúl Camacho","Delantero centro","[""México""]"
"34","https://img.a.transfermarkt.technology/portrait/medium/1087352-1676340753.jpg?lm=1","Omar Moreno","Delantero","[""México""]"
"30","https://img.a.transfermarkt.technology/portrait/medium/default.jpg?lm=1","Yostin Valadez","Delantero centro","[""México""]"
"12","https://img.a.transfermarkt.technology/portrait/medium/74113-1719976171.jpg?lm=1","Camilo Vargas","Portero","[""Colombia""]"
"27","https://img.a.transfermarkt.technology/portrait/medium/833271-1672427015.jpg?lm=1","Antonio Sánchez","Portero","[""México""]"
"1","https://img.a.transfermarkt.technology/portrait/medium/401349-1469548669.png?lm=1","José Hernández","Portero","[""México""]"
"5","https://img.a.transfermarkt.technology/portrait/medium/213841-1671122804.jpg?lm=1","Matheus Dória","Defensa central","[""Brasil"",""México""]"
"13","https://img.a.transfermarkt.technology/portrait/medium/419457-1469548240.png?lm=1","Gaddi Aguirre","Defensa central","[""México""]"
"2","https://img.a.transfermarkt.technology/portrait/medium/107503-1672427406.jpg?lm=1","Hugo Nervo","Defensa central","[""Argentina""]"
"4","https://img.a.transfermarkt.technology/portrait/medium/614303-1580381186.jpg?lm=1","Adrián Mora","Defensa central","[""México""]"
"21","https://img.a.transfermarkt.technology/portrait/medium/503164-1676564447.jpg?lm=1","Carlos Robles","Defensa central","[""México""]"
"17","https://img.a.transfermarkt.technology/portrait/medium/687559-1671123725.jpg?lm=1","Rivaldo Lozano","Lateral izquierdo","[""México""]"
"3","https://img.a.transfermarkt.technology/portrait/medium/599313-1650048407.jpg?lm=1","Idekel Domínguez","Lateral derecho","[""México""]"
"23","https://img.a.transfermarkt.technology/portrait/medium/124788-1581590744.png?lm=1","Carlos Orrantía","Lateral derecho","[""México""]"
"6","https://img.a.transfermarkt.technology/portrait/medium/427203-1469548525.png?lm=1","Édgar Zaldívar","Pivote","[""México""]"
"26","https://img.a.transfermarkt.technology/portrait/medium/242303-1692205150.jpg?lm=1","Aldo Rocha","Pivote","[""México""]"
"30","https://img.a.transfermarkt.technology/portrait/medium/default.jpg?lm=1","Abraham Bass","Pivote","[""México""]"
"216","https://img.a.transfermarkt.technology/portrait/medium/default.jpg?lm=1","Paulo Ramírez","Pivote","[""México""]"
"16","https://img.a.transfermarkt.technology/portrait/medium/default.jpg?lm=1","Alonso Ramírez","Pivote","[""México""]"
"18","https://img.a.transfermarkt.technology/portrait/medium/737125-1634665873.jpg?lm=1","Jeremy Márquez","Mediocentro","[""México""]"
"185","https://img.a.transfermarkt.technology/portrait/medium/default.jpg?lm=1","Víctor Ríos","Mediocentro","[""México""]"
"-","https://img.a.transfermarkt.technology/portrait/medium/570550-1639416836.jpg?lm=1","Edyairth Ortega","Mediocentro","[""México""]"
"8","https://img.a.transfermarkt.technology/portrait/medium/441287-1566224914.jpg?lm=1","Mateo García","Extremo derecho","[""Argentina"",""Italia""]"
"20","https://img.a.transfermarkt.technology/portrait/medium/873981-1695026273.jpg?lm=1","Diego González","Extremo derecho","[""Paraguay""]"
"7","https://img.a.transfermarkt.technology/portrait/medium/454625-1710100418.jpg?lm=1","Matías Cóccaro","Delantero centro","[""Uruguay"",""Italia""]"
"19","https://img.a.transfermarkt.technology/portrait/medium/400171-1691697407.jpg?lm=1","Eduardo Aguirre","Delantero centro","[""México""]"
"32","https://img.a.transfermarkt.technology/portrait/medium/190804-1664207492.jpg?lm=1","Uros Djurdjevic","Delantero centro","[""Montenegro"",""Serbia""]"
"10","https://img.a.transfermarkt.technology/portrait/medium/671951-1691698097.jpg?lm=1","Gustavo del Prete","Delantero centro","[""Argentina""]"
"11","https://img.a.transfermarkt.technology/portrait/medium/325614-1583526846.jpg?lm=1","Mauro Manotas","Delantero centro","[""Colombia""]"
"25","https://img.a.transfermarkt.technology/portrait/medium/1011115-1709932196.jpg?lm=1","Leonardo Flores","Delantero centro","[""México""]"
"23","https://img.a.transfermarkt.technology/portrait/medium/654326-1681671323.jpg?lm=1","Salim Hernández","Portero","[""México""]"
"25","https://img.a.transfermarkt.technology/portrait/medium/73523-1580829714.jpg?lm=1","Guillermo Allison","Portero","[""México""]"
"3","https://img.a.transfermarkt.technology/portrait/medium/312576-1671124133.jpg?lm=1","Óscar Manzanárez","Defensa central","[""México""]"
"4","https://img.a.transfermarkt.technology/portrait/medium/378463-1713280230.png?lm=1","Franco Russo","Defensa central","[""Argentina"",""Italia""]"
"6","https://img.a.transfermarkt.technology/portrait/medium/402627-1721933937.png?lm=1","José Canale","Defensa central","[""Paraguay""]"
"30","https://img.a.transfermarkt.technology/portrait/medium/854027-1661099681.jpeg?lm=1","Fernando Piñuelas","Defensa central","[""México""]"
"17","https://img.a.transfermarkt.technology/portrait/medium/400208-1671121806.jpg?lm=1","Francisco Venegas","Lateral izquierdo","[""México""]"
"33","https://img.a.transfermarkt.technology/portrait/medium/default.jpg?lm=1","Pablo Ortiz","Lateral izquierdo","[""México""]"
"189","https://img.a.transfermarkt.technology/portrait/medium/default.jpg?lm=1","Sebastián Hernández","Lateral izquierdo","[""México""]"
"12","https://img.a.transfermarkt.technology/portrait/medium/244724-1477496998.jpg?lm=1","Jaime Gómez","Lateral derecho","[""México""]"
"2","https://img.a.transfermarkt.technology/portrait/medium/135851-1565169189.png?lm=1","Omar Mendoza","Lateral derecho","[""México""]"
"5","https://img.a.transfermarkt.technology/portrait/medium/51546-1580381996.jpg?lm=1","Kevin Escamilla","Pivote","[""México""]"
"14","https://img.a.transfermarkt.technology/portrait/medium/125104-1691697100.jpg?lm=1","Federico Lértora","Pivote","[""Argentina"",""Italia""]"
"16","https://img.a.transfermarkt.technology/portrait/medium/798507-1691696990.jpg?lm=1","Ángel Zapata","Pivote","[""México""]"
"13","https://img.a.transfermarkt.technology/portrait/medium/654144-1676565031.jpg?lm=1","Eduardo Armenta","Mediocentro","[""México""]"
"21","https://img.a.transfermarkt.technology/portrait/medium/default.jpg?lm=1","Fernando González","Mediocentro","[""México""]"
"10","https://img.a.transfermarkt.technology/portrait/medium/380996-1551294997.jpg?lm=1","Lucas Rodríguez","Mediocentro ofensivo","[""Argentina""]"
"28","https://img.a.transfermarkt.technology/portrait/medium/418859-1677163723.JPG?lm=1","Rodrigo Bogarín","Mediocentro ofensivo","[""Paraguay""]"
"183","https://img.a.transfermarkt.technology/portrait/medium/default.jpg?lm=1","Aldahir Pérez","Mediocentro ofensivo","[""México""]"
"19","https://img.a.transfermarkt.technology/portrait/medium/401726-1550684913.jpg?lm=1","Josué Colmán","Extremo izquierdo","[""Paraguay""]"
"26","https://img.a.transfermarkt.technology/portrait/medium/545547-1676565700.jpg?lm=1","Jonathan Perlaza","Extremo izquierdo","[""Ecuador""]"
"32","https://img.a.transfermarkt.technology/portrait/medium/441477-1618226941.jpg?lm=1","Carlos Valenzuela","Extremo izquierdo","[""Argentina""]"
"187","https://img.a.transfermarkt.technology/portrait/medium/default.jpg?lm=1","Juan Robles","Extremo izquierdo","[""México""]"
"29","https://img.a.transfermarkt.technology/portrait/medium/default.jpg?lm=1","Bruce El-mesmari","Extremo izquierdo","[""México"",""Armenia""]"
"7","https://img.a.transfermarkt.technology/portrait/medium/656389-1717292823.jpg?lm=1","Adonis Preciado","Extremo derecho","[""Ecuador""]"
"11","https://img.a.transfermarkt.technology/portrait/medium/448414-1580381916.jpg?lm=1","Alan Medina","Extremo derecho","[""México""]"
"8","https://img.a.transfermarkt.technology/portrait/medium/51079-1670274964.jpeg?lm=1","Pablo Barrera","Extremo derecho","[""México""]"
"27","https://img.a.transfermarkt.technology/portrait/medium/540316-1565169504.png?lm=1","Daniel López","Delantero centro","[""México""]"
"9","https://img.a.transfermarkt.technology/portrait/medium/570547-1670615483.jpg?lm=1","Brian Rubio","Delantero centro","[""México""]"
"18","https://img.a.transfermarkt.technology/portrait/medium/312570-1651253069.jpg?lm=1","Ronaldo Cisneros","Delantero centro","[""México""]"
"15","https://img.a.transfermarkt.technology/portrait/medium/default.jpg?lm=1","Christian Leyva","Delantero","[""México""]"